ID_CLIENT,CLERK_TYPE,PAYMENT_DAY,APPLICATION_SUBMISSION_TYPE,QUANT_ADDITIONAL_CARDS,POSTAL_ADDRESS_TYPE,SEX,MARITAL_STATUS,QUANT_DEPENDANTS,EDUCATION_LEVEL,STATE_OF_BIRTH,CITY_OF_BIRTH,NACIONALITY,RESIDENCIAL_STATE,RESIDENCIAL_CITY,RESIDENCIAL_BOROUGH,FLAG_RESIDENCIAL_PHONE,RESIDENCIAL_PHONE_AREA_CODE,RESIDENCE_TYPE,MONTHS_IN_RESIDENCE,FLAG_MOBILE_PHONE,FLAG_EMAIL,PERSONAL_MONTHLY_INCOME,OTHER_INCOMES,FLAG_VISA,FLAG_MASTERCARD,FLAG_DINERS,FLAG_AMERICAN_EXPRESS,FLAG_OTHER_CARDS,QUANT_BANKING_ACCOUNTS,QUANT_SPECIAL_BANKING_ACCOUNTS,PERSONAL_ASSETS_VALUE,QUANT_CARS,COMPANY,PROFESSIONAL_STATE,PROFESSIONAL_CITY,PROFESSIONAL_BOROUGH,FLAG_PROFESSIONAL_PHONE,PROFESSIONAL_PHONE_AREA_CODE,MONTHS_IN_THE_JOB,PROFESSION_CODE,OCCUPATION_TYPE,MATE_PROFESSION_CODE,EDUCATION_LEVEL.1,FLAG_HOME_ADDRESS_DOCUMENT,FLAG_RG,FLAG_CPF,FLAG_INCOME_PROOF,PRODUCT,FLAG_ACSP_RECORD,AGE,RESIDENCIAL_ZIP_3,PROFESSIONAL_ZIP_3,TARGET_LABEL
24776,0,0,0,1,1,0,0,3,3,2,3,0,PB,campina grande,vila cabral sta terezinha,1,4,1,2,1,0,3125,553,0,0,1,0,0,3,1,3,0,0,4,3,4,1,3,4,3,3,2,3,0,0,1,0,1,1,33,3,2,0
24777,1,0,0,0,0,1,1,3,2,3,2,1,ES,CARIACICA,CENTRO,0,3,3,3,0,0,2312,456,0,0,0,1,0,3,4,3,0,1,3,3,3,1,2,3,2,3,3,3,0,0,1,1,0,0,25,2,3,0
24780,0,0,0,0,1,1,1,3,4,3,3,1,RJ,RIO DE JANEIRO,PACIENCIA,1,3,3,2,0,0,3130,574,0,0,0,0,0,3,3,3,1,0,4,3,3,1,3,2,3,3,3,3,1,0,0,1,1,1,44,2,2,0
24781,0,0,1,2,1,0,1,2,2,4,5,1,MS,TRES LAGOAS,JD ALTO BELA VISTA,0,3,3,3,0,0,4716,447,1,0,1,1,1,5,3,2,0,1,3,3,1,1,2,4,3,4,3,3,0,0,0,0,0,0,44,0,3,1
24782,0,0,1,0,1,0,0,3,3,3,3,1,CE,FORTALEZA,HENRIQUE JORGE,1,3,3,3,1,0,5550,218,1,0,0,0,1,3,3,3,0,1,3,3,3,0,3,3,1,3,3,4,0,1,1,1,1,1,47,4,3,0
24783,0,1,0,0,1,0,1,2,4,3,3,0,SP,Itapevi,Jardim Sao Carlos,0,3,3,3,0,1,3096,466,1,0,1,1,0,3,3,4,0,1,3,3,4,0,3,2,3,3,3,3,1,1,1,0,0,1,47,3,3,0
24785,0,0,0,2,1,0,1,3,2,3,5,1,RJ,Rio de Janeiro,Jacare,1,3,5,3,0,0,2935,530,0,1,0,1,0,3,3,3,0,0,3,3,3,1,3,4,3,2,3,3,1,1,1,1,1,1,32,3,3,1
24787,0,0,0,0,0,1,1,3,3,3,3,1,TO,GURUPI,NOVA FRONTEIRA,1,2,4,2,1,0,2543,505,1,0,0,0,1,3,3,3,0,0,3,4,4,0,3,4,3,3,4,3,0,1,0,1,0,0,29,1,3,0
24788,0,0,1,0,1,1,1,3,3,3,3,1,SP,SAO PAULO,CIDADE LIDER,1,3,3,3,1,0,3535,607,0,1,1,1,0,1,3,3,0,1,3,3,3,0,3,3,4,3,3,3,1,0,1,1,0,0,30,3,4,1
24790,0,0,0,1,1,1,1,3,2,3,3,1,RJ,RIO DE JANEIRO,BANGU,1,3,3,3,1,0,3246,320,0,1,0,1,0,3,2,3,0,1,4,2,3,1,3,3,3,3,3,3,1,1,0,0,1,1,36,2,3,1
24793,1,0,1,0,0,1,0,3,4,2,2,0,CE,FORTALEZA,CENTRO,1,4,3,3,0,0,3518,442,1,1,0,0,1,3,1,3,1,1,3,3,3,1,4,5,3,3,3,3,1,1,0,0,0,0,45,3,3,1
24794,1,2,0,0,0,1,0,2,3,3,3,1,PB,CAMPINA GRANDE,SAO JOSE DA MATA,1,3,4,2,1,1,3684,387,1,0,1,1,0,3,3,3,0,1,4,3,1,0,5,3,3,3,5,3,1,1,0,0,1,1,25,4,3,0
24796,0,2,0,0,0,0,0,3,3,3,3,0,RS,SAO LEOPOLDO,DUQUE DE CAXIAS,1,3,3,3,1,1,3939,514,0,0,0,1,0,3,4,3,0,1,3,3,3,1,3,4,2,3,3,3,1,1,1,1,1,1,28,3,3,1
24797,0,0,0,0,1,0,0,4,3,3,3,1,RO,ALVORADA,CENTRO,1,4,2,2,0,0,1200,675,0,1,1,1,1,3,3,2,0,0,4,3,3,0,3,3,3,3,3,3,1,0,0,1,1,1,26,3,3,1
24798,1,0,0,1,1,0,0,3,3,3,3,0,SP,SANTA ISABEL,JARDIM ELDORADO,1,3,3,2,1,0,1756,565,0,0,0,1,1,1,3,3,0,1,3,3,3,0,3,2,2,3,2,3,0,0,1,1,0,1,28,2,2,0
24800,0,0,0,0,0,0,0,3,3,3,3,1,SP,Sao Jose do Rio Preto,Vila Falavina,1,5,3,3,0,1,2581,354,0,1,0,1,1,4,3,4,0,0,3,3,3,1,3,3,3,3,3,2,1,0,1,1,0,0,35,4,3,1
24801,0,0,0,0,1,1,1,3,4,3,4,0,PA,marituba,centro,0,3,3,2,0,1,3998,484,0,1,1,0,0,3,4,3,1,1,3,3,4,0,3,3,4,3,4,3,1,1,1,0,0,0,50,3,3,1
24802,0,0,0,0,1,0,0,3,3,4,3,1,PB,CAMPINA GRANDE,CATOLE,1,3,4,3,1,0,2483,412,0,1,0,0,0,3,2,3,0,0,3,4,3,1,3,4,3,3,4,3,1,1,1,1,0,0,25,1,1,1
24803,1,0,0,0,0,1,1,4,2,3,3,1,SP,Cabreuva,Vilarejo,0,3,3,4,1,1,3211,625,1,1,0,0,1,3,4,3,0,1,4,4,2,1,3,3,3,2,2,2,0,0,1,0,1,1,32,3,4,0
24806,0,0,0,0,1,1,1,4,3,3,2,1,BA,OLINDINA,ALTO,1,2,1,3,0,0,3372,480,0,1,1,1,1,3,3,3,0,0,3,3,3,0,3,3,2,2,3,3,1,0,1,0,0,0,34,3,3,1
24807,0,0,0,0,1,1,1,3,3,3,3,1,PE,IPOJUCA,ZONA RURAL,0,3,3,3,1,0,5165,468,1,1,0,1,0,3,3,3,0,1,3,3,3,1,4,3,3,1,4,3,1,1,0,0,1,0,37,1,3,1
24808,0,0,0,0,0,1,0,3,3,3,3,1,RS,charqueadas,centro,1,3,2,2,0,1,2665,471,0,1,1,1,1,2,2,4,1,1,3,3,3,1,3,4,3,4,5,3,0,1,1,0,1,0,51,3,3,1
24809,0,0,0,0,1,0,0,3,4,3,3,0,RS,Pelotas,Fragata,1,4,3,2,1,0,3720,436,0,1,0,1,1,3,2,3,0,1,5,3,2,0,3,2,3,4,3,3,1,1,1,1,1,1,45,3,3,1
24810,0,0,1,1,1,0,1,3,2,2,3,0,CE,MARACANAU,VILA DAS FLORES,1,3,3,3,0,0,4493,596,0,1,1,1,1,3,2,3,0,0,3,4,3,0,3,3,2,3,3,3,1,0,1,0,0,1,43,2,3,1
24811,0,1,0,0,0,0,1,3,3,3,3,0,MG,DIVINOPOLIS,DONA ROSA,0,5,1,2,1,0,2229,481,0,0,0,0,0,3,4,3,1,1,3,4,2,0,3,3,2,4,3,3,1,1,1,0,1,0,33,4,2,0
24812,0,0,0,0,0,1,1,3,3,3,3,1,GO,CIDADE OCIDENTAL,CENTRO,1,3,2,3,0,1,4079,594,1,1,0,0,1,4,3,5,0,1,3,4,2,1,2,3,3,3,3,1,1,1,1,1,0,0,35,5,3,1
24814,0,0,0,0,0,1,0,3,2,4,3,1,SP,GUARULHOS,JD MARIA DIRCE,1,3,3,3,1,0,2890,578,1,1,1,0,1,3,3,3,1,0,3,4,3,1,2,4,4,4,4,2,1,0,0,1,0,0,35,3,4,1
24815,0,1,1,0,0,0,0,2,3,3,3,0,SP,Sao Paulo,Jardim Fernandes,1,3,3,2,0,0,2526,471,0,0,1,1,0,3,3,3,0,1,3,3,3,1,3,2,3,4,3,2,0,0,0,0,0,0,27,2,4,0
24818,0,2,0,0,1,1,0,3,3,3,3,1,AL,PILAR,CENTRO,1,5,3,3,1,1,2815,571,0,0,0,1,0,3,3,2,0,0,3,3,3,1,3,3,3,3,3,3,0,0,0,0,1,0,40,2,3,0
24819,0,0,1,0,0,0,0,4,2,3,3,0,MG,SAO THOME DAS LETRAS,CENTRO,0,3,3,3,0,0,3569,397,0,1,1,0,0,2,4,3,0,1,3,3,4,1,3,2,3,3,3,3,1,0,0,1,1,1,25,3,3,1
24820,0,0,1,0,1,0,0,3,3,1,2,0,AP,macapa,j equatorial,1,2,3,2,1,0,2002,486,1,1,1,1,1,3,3,4,0,0,2,4,3,1,3,2,3,3,3,3,1,1,0,0,1,1,40,5,2,1
24823,0,0,1,0,1,0,0,4,4,3,3,1,MS,CAMPO GRANDE,TIJUCA 2,1,3,3,3,1,1,2933,575,1,1,1,0,1,4,2,2,0,0,3,3,4,0,3,3,3,2,3,5,0,0,1,0,0,1,37,3,3,1
24824,0,0,0,1,1,0,1,4,3,3,3,1,BA,ITABUNA,SANTO ANTONIO,0,3,1,4,0,1,2620,481,0,1,1,0,1,3,1,3,0,0,3,3,3,1,3,3,3,3,3,2,1,0,1,0,0,1,35,3,3,1
24826,0,0,0,0,0,1,1,3,3,2,3,0,BA,SALVADOR,FAZ GRANDE RETIRO,0,5,2,3,1,1,2316,420,0,1,1,1,1,3,3,4,0,0,3,3,3,1,4,3,2,4,3,2,1,0,0,1,1,0,34,4,3,1
24827,0,0,0,0,0,1,0,3,3,2,3,0,SC,Lages,Habitacao,1,3,2,3,0,0,1488,533,1,1,1,1,0,3,2,2,0,1,4,3,3,0,3,3,3,3,3,3,1,0,1,1,0,0,25,3,3,1
24829,0,0,0,0,0,0,0,3,1,4,3,0,SC,CAPIVARI DE BAIXO,CENTRO,1,5,5,3,0,1,4097,528,0,0,1,0,0,5,3,2,0,1,3,3,3,1,3,3,3,3,3,3,0,0,0,1,1,0,26,3,3,0
24830,0,0,0,1,1,1,0,3,3,2,3,1,PE,CABO DE SANTO AGOSTINHO,VILA SOCIAL,1,3,3,4,1,1,2945,598,0,0,0,1,1,3,5,3,0,0,3,3,3,0,3,3,2,4,3,3,0,0,1,1,0,1,48,3,0,1
24831,0,0,0,0,0,0,0,3,3,5,2,0,MT,SORRISO,BOA ESPERANCA,0,3,4,3,1,1,2645,577,1,1,0,1,1,3,3,5,0,0,3,3,3,1,3,3,3,3,3,3,1,1,1,0,1,0,34,3,3,1
24832,0,0,0,1,0,1,1,3,3,3,3,0,BA,IBICARAI,VILA SANTA ISABEL,1,3,3,4,1,1,3172,542,0,0,0,0,1,3,2,3,0,0,3,3,3,0,3,2,3,3,3,1,0,1,0,1,0,1,59,2,3,0
24833,0,0,0,1,0,0,0,3,3,4,3,0,AL,MACEIO,POCO,1,3,5,3,0,0,2675,684,1,0,1,0,1,2,3,3,0,1,3,3,3,1,3,3,3,4,3,3,0,0,0,0,1,0,32,3,3,1
24836,0,0,0,0,1,0,1,2,3,3,5,0,BA,camacari,phoc II,0,3,3,3,0,1,1980,399,1,0,0,0,1,2,3,2,1,1,3,3,3,0,3,3,3,3,3,3,0,0,0,0,0,0,25,3,3,0
24837,0,1,0,0,1,1,0,2,5,2,4,0,CE,CAUCAIA,PABUSU,1,4,4,3,1,0,1945,722,0,0,1,1,0,3,2,4,0,0,3,3,3,1,2,3,2,4,2,3,1,0,0,1,0,0,25,4,3,0
24839,0,0,0,0,0,1,1,4,3,3,3,0,SC,Palhoca,Rio Grande,1,3,3,2,0,0,2979,654,1,1,0,0,0,3,3,3,0,0,3,3,3,1,2,2,3,3,3,2,1,1,1,1,1,1,25,3,3,1
24840,0,0,1,0,1,0,0,3,3,3,2,1,PE,Camaragibe,Centro,1,2,5,3,1,1,3967,399,0,0,0,1,0,3,3,1,0,0,3,3,3,1,3,3,3,3,4,3,1,0,0,0,0,1,41,3,4,0
24841,0,0,0,0,0,0,1,3,3,1,3,1,CE,Fortaleza,Messejana,0,3,3,3,0,0,4009,547,1,1,0,0,0,3,3,3,0,1,4,3,2,1,3,2,2,3,3,3,1,0,1,0,0,0,51,3,1,1
24844,1,0,0,0,0,1,1,3,3,3,3,1,BA,PAULO AFONSO,N SRA DE FATIMA,1,3,3,3,0,1,1619,499,0,1,1,1,0,3,3,3,0,1,4,3,3,1,3,2,3,3,3,3,1,0,1,0,1,1,25,3,4,0
24846,0,2,0,2,1,1,1,3,3,3,3,1,BA,ITABUNA,FERRADAS,0,3,3,3,0,0,4423,263,0,0,1,1,0,3,3,3,0,0,4,3,3,1,3,2,2,3,3,3,1,1,0,1,0,1,38,3,4,0
24847,0,0,0,0,1,0,0,4,3,3,3,0,BA,SENHOR  DO  BONFIM,OLARIA,0,3,3,1,0,0,3931,525,0,1,0,0,1,2,3,3,0,0,3,2,3,0,5,3,4,2,5,3,1,0,1,0,0,1,49,5,4,1
24849,0,2,0,0,1,1,1,3,3,5,2,0,CE,FORTALEZA,ARACAPE,1,4,3,3,1,0,2008,478,0,0,0,1,0,3,3,3,0,1,4,3,3,0,3,5,3,3,4,3,0,0,1,0,0,1,43,3,2,0
24853,0,0,0,0,0,0,0,4,5,3,3,0,PA,PARAGOMINAS,LAERCIO CABELINE,0,3,3,2,0,1,4075,468,0,0,0,0,1,3,1,4,0,0,3,3,3,1,4,3,3,3,3,3,0,1,1,0,0,1,25,3,3,0
24855,0,0,0,0,0,0,0,3,5,3,3,1,CE,AQUIRAZ,VILA DA PRATA,0,3,3,3,0,0,2966,508,1,1,0,1,0,2,3,3,0,0,4,3,3,1,3,3,3,3,3,3,1,1,0,0,0,0,50,3,4,1
24856,0,0,0,0,0,1,1,2,3,4,4,0,RS,NOVO HAMBURGO,SANTO AFONSO,1,3,3,3,1,0,3291,610,1,1,1,1,0,3,2,4,3,0,3,3,3,0,3,4,2,3,3,3,1,1,1,0,1,1,30,3,3,1
24857,0,0,0,1,0,0,0,3,3,3,4,0,GO,GOIATUBA,SETOR SERRA DOURADA,1,3,3,4,0,1,2954,499,0,1,0,0,0,3,3,3,0,0,2,3,4,1,4,3,3,3,3,3,1,0,0,1,1,1,41,3,4,1
24858,0,0,0,0,1,0,1,3,4,3,1,1,BA,SALVADOR,SUSSUARANA,1,3,3,3,0,1,3918,472,1,0,1,1,0,3,4,3,0,1,3,3,3,1,3,3,4,3,3,3,0,1,0,0,1,1,44,3,3,0
24860,0,0,0,0,0,0,0,2,3,2,5,0,RS,Alvorada,americana,1,3,2,3,0,1,3911,583,1,0,1,1,0,3,3,3,0,1,2,3,3,1,3,3,3,3,4,2,1,1,0,0,0,1,31,3,2,0
24862,1,0,2,0,0,0,1,2,4,2,3,0,PB,JOAO PESSOA,MANDACARU,1,5,3,3,1,1,3670,566,0,0,0,0,1,2,3,2,0,1,3,3,4,1,3,4,2,5,3,3,0,1,0,0,0,0,31,3,3,0
24863,0,0,2,0,0,0,0,3,3,3,4,0,PR,CURITIBA,PINHEIRINHO,0,3,3,2,0,1,5354,512,0,1,1,0,1,3,4,2,2,0,3,4,3,0,3,4,3,3,4,3,1,1,0,1,0,0,25,3,3,1
24864,0,0,0,0,0,0,1,2,3,3,3,0,GO,Anapolis,Sao Joao,0,3,4,3,1,1,2705,403,1,1,0,0,1,3,3,3,0,1,3,4,3,0,4,3,3,3,3,2,1,0,0,0,1,0,33,3,3,1
24866,0,0,0,0,0,1,0,3,3,3,3,0,SP,MOGI DAS CRUZES,VILA SAO SEBASTIAO,0,4,3,1,1,1,2245,464,1,0,1,0,1,1,2,4,0,1,3,3,3,1,3,2,3,2,4,3,0,1,1,1,0,1,31,3,4,0
24867,1,1,0,0,1,1,0,3,3,3,2,0,RS,GRAVATAI,SAO VICENTE,1,3,4,3,0,0,2096,492,0,0,1,0,0,3,2,4,0,0,3,3,3,0,3,3,1,3,1,2,0,1,0,0,1,0,49,4,3,0
24868,0,0,0,0,1,1,1,3,3,3,4,0,MG,PRATA,CENTRO,1,3,3,3,1,1,4477,380,0,1,1,1,0,3,3,3,0,1,3,3,3,0,3,3,2,3,4,4,1,1,0,1,0,0,25,3,3,1
24869,0,0,0,0,0,1,1,5,4,3,3,1,PA,Belem,Telegrafo Sem Fio,1,3,3,4,0,1,2791,381,0,0,1,0,1,3,3,3,0,1,2,3,1,1,1,4,3,3,3,3,0,1,0,1,1,1,55,3,3,1
24870,0,0,0,0,0,0,1,4,3,2,3,1,SC,PALHOCA,BARRA DO ARIRIU,0,2,3,2,0,1,3672,447,0,1,0,0,1,3,4,2,0,0,3,3,3,1,3,3,3,3,3,4,1,1,0,1,1,1,25,2,3,1
24872,0,1,0,0,1,0,0,4,2,3,3,0,PR,MARINGA,IGUATEMI,1,3,4,4,0,0,4820,634,0,1,0,1,0,4,3,3,0,0,2,4,4,1,3,3,3,4,3,3,1,1,0,1,1,1,44,2,3,1
24873,0,0,1,0,0,0,0,3,4,3,3,0,MT,CUIABA,JD FLORIANOPOLIS,0,3,3,0,1,1,2636,304,1,1,0,0,1,3,2,4,0,1,3,4,4,1,2,3,5,2,3,2,0,1,0,1,0,1,52,3,3,1
24874,0,0,0,0,1,1,0,3,3,2,2,1,SP,Guarulhos,Jardim Sao Luis,0,3,3,4,1,0,4159,493,1,1,1,1,0,4,4,3,0,1,4,3,3,0,3,3,3,2,3,3,1,0,1,1,0,0,35,3,2,1
24875,0,0,0,0,1,1,0,3,4,2,3,0,RN,MOSSORO,BOM JARDIM,0,3,3,2,1,1,3439,476,1,1,0,0,1,2,4,3,0,1,3,3,4,1,3,3,4,3,3,3,1,1,1,1,1,1,47,2,3,1
24876,0,1,0,0,1,0,0,3,3,3,4,1,GO,Goiania,Jardim Curitiba II,1,3,3,3,0,0,1838,531,0,1,0,0,0,2,4,3,1,0,3,2,3,1,3,2,3,1,3,3,1,1,0,1,1,1,32,1,3,1
24877,0,0,0,0,1,1,1,3,2,4,3,1,PA,BELEM,SACRAMENTA,1,2,3,3,1,0,2242,679,0,1,0,0,1,3,2,3,2,0,3,2,3,0,3,3,2,3,4,4,1,0,0,0,0,1,31,1,3,1
24878,0,0,0,0,1,1,1,3,2,3,3,0,SP,SANTA ISABEL,CRUZEIRO,0,3,3,3,1,1,3462,522,0,1,0,1,1,3,3,3,0,0,3,2,3,0,3,2,4,2,3,2,1,0,1,0,1,1,35,3,3,1
24880,0,0,0,0,0,1,0,4,3,3,3,0,SP,JUQUITIBA,SENHORINHA,1,2,3,3,1,0,2653,460,1,1,1,0,1,2,3,3,0,1,3,2,3,1,3,3,1,3,3,3,1,0,1,0,0,0,29,3,3,1
24881,0,0,0,0,0,1,0,4,3,3,3,1,CE,MORADA NOVA,CENTRO,1,3,3,3,0,0,2394,541,0,1,0,0,1,4,3,3,0,1,3,3,3,1,3,3,3,3,3,3,1,1,1,1,1,1,50,5,4,1
24883,0,0,1,0,0,1,1,3,2,3,3,0,BA,Jequie,km Tres,1,2,3,2,0,1,5524,493,0,1,1,1,1,3,2,3,0,0,6,3,3,0,3,3,3,4,3,2,1,1,1,1,1,1,30,3,1,1
24885,0,1,0,1,1,1,0,3,2,3,3,1,PE,SO LOURENCO DA MATA,PIXETE,1,3,3,2,1,1,2099,392,0,1,0,0,0,3,1,3,1,1,4,3,4,1,3,2,2,3,4,3,1,1,1,0,1,1,31,3,3,1
24887,0,0,0,0,0,1,0,3,4,3,3,1,SP,BIRIGUI,COLINAS,0,4,4,3,1,1,2382,395,0,1,0,1,1,3,3,4,0,1,3,4,3,1,3,3,3,3,3,3,1,0,0,1,0,0,38,3,3,1
24892,0,0,0,0,1,0,0,3,3,3,3,0,MS,GUIA LOPES DA LAGUNA,VILA JALU,1,3,2,3,1,0,4326,610,0,0,1,0,1,3,2,2,0,0,3,3,4,1,2,2,3,3,2,3,0,1,1,1,1,0,44,3,3,0
24894,0,0,0,0,1,0,0,3,3,3,3,0,GO,VALPARAISO DE GOIAS,VAL PARAISO 1 ETAPA B,0,2,3,3,1,0,990,447,0,0,0,1,1,3,3,3,0,0,5,3,2,0,3,3,3,3,3,4,0,0,1,1,0,1,43,4,2,1
24895,0,0,0,0,1,0,1,3,3,3,3,1,RJ,RIO DE JANEIRO,REALENGO,1,1,3,4,0,0,4148,492,1,1,0,1,1,3,3,3,0,0,4,3,2,1,2,3,3,2,5,3,1,1,1,0,0,0,37,1,5,1
24896,0,0,2,0,1,0,1,3,3,3,3,1,GO,CALDAS NOVAS,ITAICI I,1,2,4,3,0,1,3532,475,1,1,0,1,1,3,3,4,1,1,4,4,3,0,4,3,3,2,3,3,1,0,1,1,1,1,30,3,4,1
24897,0,0,0,0,1,1,0,3,3,3,3,1,MG,Belo Horizonte,Sao Marcos,1,3,3,3,1,0,3393,269,0,1,0,1,0,3,3,3,0,0,4,3,4,1,3,3,3,2,4,3,1,1,1,1,0,1,26,3,3,1
24898,0,0,0,0,0,0,0,3,3,3,3,0,MG,Santa BArbara,Centro,0,3,3,2,0,0,3196,582,0,1,0,1,1,3,4,3,0,0,3,4,3,0,4,3,3,4,2,3,0,1,0,1,1,0,31,3,2,1
24900,0,0,0,0,1,0,0,3,1,3,3,0,BA,PAULO AFONSO,BTN III,0,4,3,3,0,1,3750,442,0,0,0,0,1,3,3,1,0,1,3,3,3,1,3,3,3,3,3,2,0,0,0,0,0,0,25,3,4,1
24901,0,0,0,0,1,1,0,3,3,2,4,1,SE,SAO BORJA,FLORENCIA QUINA GUIMARAES,0,2,4,2,0,1,3678,590,1,1,0,1,1,2,3,3,0,0,4,3,3,1,3,3,2,4,3,3,1,1,1,0,1,0,36,2,3,1
24902,1,0,0,0,0,1,0,3,2,6,3,1,PE,Recife,Ibura,0,3,3,1,1,0,2359,589,0,1,1,0,0,3,4,3,0,1,3,3,3,0,3,3,3,2,3,3,1,1,1,1,1,0,30,3,3,1
24905,0,0,0,0,0,1,1,3,2,3,3,0,PB,JOAO PESSOA,ROGER,0,2,3,3,0,0,3278,567,0,1,0,0,1,4,4,3,0,1,2,3,4,1,3,3,3,3,3,4,1,0,0,1,0,1,32,3,2,1
24906,0,0,0,0,0,0,1,3,3,3,4,1,CE,QUIXADA,PUTIU,1,4,3,3,0,1,2927,682,1,1,1,0,0,3,3,3,0,0,3,3,3,0,3,3,2,2,3,3,1,1,1,0,1,1,53,3,3,1
24907,1,0,0,0,1,0,1,3,3,3,2,0,CE,MORADA NOVA,FILIPA,1,3,4,4,1,0,1173,558,0,1,0,1,1,3,3,3,1,0,3,4,3,1,3,3,4,4,3,4,1,0,0,1,1,0,25,3,2,1
24908,1,0,0,0,1,1,1,3,3,3,3,0,RJ,Rio de Janeiro,Jacare,0,2,3,3,0,0,4605,430,0,1,0,0,1,5,3,3,0,1,2,4,3,0,3,4,3,3,3,3,0,0,0,1,1,1,37,3,3,1
24909,0,1,2,1,0,1,0,3,3,3,3,0,PA,TAILANDIA,VILA MACARRAO,1,3,3,2,1,0,3703,433,0,0,0,0,0,3,2,2,0,0,3,4,2,1,1,3,3,3,3,3,0,0,0,0,1,1,29,2,3,0
24911,0,0,0,1,0,0,1,3,3,3,3,0,AP,UBAITABA,MARIA OLIMPIA,1,3,3,3,0,0,2451,517,0,1,0,0,1,4,3,2,1,1,3,3,2,0,4,3,4,1,2,3,1,0,0,1,0,0,37,3,3,1
24913,0,0,0,0,1,0,1,3,4,3,4,0,MG,Patos de Minas,Centro,1,4,3,4,1,0,5620,390,0,1,1,0,1,4,4,3,0,0,2,4,2,0,3,1,4,2,4,2,0,1,0,0,1,1,30,3,3,1
24915,2,1,0,0,1,0,1,3,3,3,3,1,CE,Fortaleza,Vicente Pinzon,0,3,3,3,0,0,2356,627,1,1,0,0,0,3,3,3,0,0,3,3,3,0,2,4,3,3,3,3,1,0,0,0,0,1,31,3,4,1
24916,0,0,0,0,0,0,1,3,2,4,3,0,RS,PELOTAS,AREAL,1,3,3,3,0,0,2329,395,0,1,1,0,1,3,4,3,0,1,3,3,3,1,3,2,3,3,3,3,1,1,1,0,1,1,36,3,3,1
24917,0,3,0,1,0,0,1,5,2,3,3,1,BA,NOVA SOURE,CENTRO,1,3,2,3,0,0,4440,483,1,0,1,1,0,3,3,2,0,1,2,4,3,0,3,3,4,3,3,3,0,1,1,1,1,1,25,3,3,0
24918,0,1,1,0,1,1,1,3,3,3,3,0,RN,NATAL,N S APRESENTACAO,1,3,3,4,0,1,2613,568,0,0,1,1,0,3,4,3,0,1,2,3,2,0,3,3,3,3,3,2,0,0,0,0,1,0,33,3,2,0
24919,0,0,0,0,0,0,1,4,3,3,3,1,PE,Jaboatao dos Guararapes,Pacheco,0,3,3,4,0,1,733,526,1,1,0,1,1,3,2,3,0,0,3,1,3,1,3,3,4,3,3,3,1,1,0,1,0,0,25,4,2,1
24920,0,0,0,1,1,1,0,4,3,4,3,0,AL,DELMIRO GOUVEIA,NOVO,0,4,4,3,1,0,3625,564,1,0,1,0,1,3,4,4,0,1,3,3,4,1,3,3,3,3,2,3,0,0,0,1,0,0,26,3,3,1
24922,0,0,0,0,1,0,1,3,3,4,3,0,RN,NATAL,PAJUCARA,1,3,3,5,1,1,2748,516,0,1,1,1,1,3,3,3,0,0,3,3,3,1,3,5,3,3,3,3,0,1,1,1,0,0,38,3,3,1
24927,0,0,2,0,1,0,1,2,3,3,3,1,CE,Fortaleza,Vicente Pinzon,0,3,3,2,1,0,1916,457,0,1,0,0,1,4,2,3,0,0,3,4,2,1,3,2,3,4,2,3,1,1,1,0,0,0,36,3,4,1
24928,0,0,0,2,0,0,1,2,4,3,3,0,SP,SAO PAULO,JARDIM FERNANDES,0,3,3,3,0,0,2304,467,1,0,0,1,1,3,4,3,0,0,3,2,2,0,2,3,2,3,3,4,0,1,0,0,0,1,50,3,4,1
24930,1,0,0,0,0,1,0,3,3,3,3,1,PE,GRAVATA,LOT BARAUNA,1,3,3,3,1,1,3517,544,1,0,1,0,1,3,3,3,0,1,3,3,3,1,5,2,4,3,3,3,0,1,1,1,1,1,42,3,3,1
24931,0,2,0,0,1,1,1,3,3,3,3,1,PA,PARAGOMINAS,JK,1,3,3,3,0,1,1582,448,1,0,1,1,0,2,3,3,1,1,2,3,3,0,3,3,3,4,3,4,1,0,1,0,0,0,33,3,3,1
24932,0,0,0,0,0,0,0,3,3,3,3,1,MS,paranaiba,santa rita,0,2,3,3,1,1,4180,496,1,0,0,0,0,3,2,3,0,0,3,3,3,0,3,2,3,3,3,3,0,0,1,1,1,0,25,4,3,0
24934,0,0,0,1,1,0,0,2,3,5,3,0,PE,IPOJUCA,CENTRO,1,3,3,3,0,1,3663,561,1,1,1,1,0,3,3,4,0,0,3,3,4,1,3,3,3,3,3,3,1,1,1,0,1,0,25,4,3,1
24935,0,1,0,0,0,1,1,3,3,3,3,1,MG,BELO HORIZONTE,FLORAMAR,0,3,3,3,0,1,1924,363,0,0,1,0,0,3,3,2,0,0,3,3,4,1,2,3,3,3,3,3,0,1,0,1,1,1,25,3,3,0
24936,0,1,0,0,0,0,0,3,3,3,3,0,PI,FOZ DE IGUACU,JARDIM CARLA,0,3,3,3,1,1,1920,431,1,1,1,0,0,4,3,3,0,1,3,2,3,1,3,1,3,2,1,3,1,0,0,0,0,1,31,3,1,1
